Education Level,Occupation,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Age,City,ZipCode,State
Partial High School,Manual,F,M,Yes,1,3,3,26665,70,Yes,57,Colorado Springs,80901,Colorado
Partial High School,Manual,F,M,Yes,0,4,4,13068,69,Yes,57,Los Angeles,90001,California
Partial College,Manual,F,S,Yes,1,1,1,21352,44,No,57,Mesa,85201,Arizona
Bachelors,Clerical,F,S,No,0,1,1,48711,54,No,57,San Antonio,78201,Texas
Partial High School,Manual,F,S,Yes,1,4,4,18081,67,No,58,Sacramento,94203,California
Partial High School,Manual,F,S,Yes,1,5,5,24825,71,No,58,Atlanta,30301,Georgia
Bachelors,Clerical,F,S,No,0,0,0,61980,46,No,58,Bakersfield,93301,California
Bachelors,Clerical,F,M,Yes,0,0,0,56475,50,No,57,Washington,20001,DC
Bachelors,Clerical,F,M,Yes,0,0,0,59501,47,No,57,Long Beach,90801,California
Bachelors,Clerical,M,M,Yes,1,1,1,59372,80,No,58,Milwaukee,53201,Wisconsin
Bachelors,Clerical,M,M,Yes,1,1,1,58467,87,Yes,58,Dallas,75201,Texas
Bachelors,Skilled Manual,F,M,Yes,2,1,1,49555,55,No,58,Phoenix,85001,Arizona
Bachelors,Skilled Manual,M,M,Yes,2,1,1,64936,89,Yes,59,San Francisco,94101,California
Bachelors,Skilled Manual,F,M,Yes,2,1,1,41627,55,No,58,Nashville,37201,Tennessee
High School,Manual,M,S,No,0,2,2,11498,80,Yes,59,Tampa,33601,Florida
High School,Manual,M,M,Yes,0,2,2,23473,82,Yes,59,Virginia Beach,23450,Virginia
High School,Manual,F,S,No,1,2,2,10030,45,No,59,San Diego,92101,California
High School,Manual,M,S,Yes,2,2,2,20650,84,No,59,Toledo,43601,Ohio
High School,Manual,M,M,Yes,2,2,2,17032,82,No,59,Pittsburgh,15201,Pennsylvania
Bachelors,Skilled Manual,M,M,Yes,2,1,1,70219,85,No,59,Los Angeles,90001,California
Partial High School,Manual,F,M,Yes,1,2,5,21722,59,No,60,San Diego,92101,California
Partial College,Manual,F,S,No,1,0,2,17736,37,No,94,Anaheim,92801,California
High School,Manual,M,S,Yes,2,2,2,21245,77,Yes,60,Los Angeles,90001,California
High School,Manual,M,M,Yes,2,2,2,28916,92,Yes,60,Colorado Springs,80901,Colorado
High School,Manual,M,S,No,0,3,3,40945,96,Yes,61,Tulsa,74101,Oklahoma
High School,Manual,F,M,Yes,0,3,3,22332,63,No,60,Pittsburgh,15201,Pennsylvania
High School,Manual,M,S,No,2,3,3,31281,93,Yes,61,San Francisco,94101,California
High School,Manual,F,S,Yes,2,3,3,16105,55,Yes,61,Tulsa,74101,Oklahoma
High School,Manual,F,M,Yes,2,3,3,10609,61,No,61,San Diego,92101,California
Partial College,Manual,M,S,Yes,0,2,2,39443,85,Yes,59,Memphis,37501,Tennessee
Bachelors,Professional,M,S,Yes,0,0,0,77807,68,Yes,59,San Antonio,78201,Texas
Bachelors,Professional,F,M,No,0,0,0,46825,51,No,58,Atlanta,30301,Georgia
Partial College,Clerical,M,M,Yes,2,2,2,55915,97,Yes,59,Sacramento,94203,California
Bachelors,Skilled Manual,M,M,Yes,0,0,1,75062,74,Yes,59,Saint Paul,55101,Minnesota
Partial College,Clerical,M,M,Yes,2,2,2,48161,98,No,60,Santa Ana,92701,California
Bachelors,Skilled Manual,F,M,Yes,0,0,1,56844,47,No,60,Greensboro,27401,North Carolina
Partial College,Clerical,M,S,No,0,3,3,50581,98,Yes,61,Miami,33101,Florida
High School,Manual,M,S,No,1,0,0,22110,56,No,47,Saint Paul,55101,Minnesota
Partial College,Clerical,F,S,Yes,1,3,3,47690,63,No,45,Aurora,80010,Colorado
Partial College,Clerical,F,M,Yes,2,3,3,30741,66,No,45,Cincinnati,45201,Ohio
Partial College,Clerical,F,S,No,2,3,3,53248,58,Yes,45,Charlotte,28201,North Carolina
Bachelors,Skilled Manual,M,M,Yes,0,0,1,39601,65,No,61,Raleigh,27601,North Carolina
Bachelors,Skilled Manual,F,M,Yes,0,0,1,60556,48,No,61,Chicago,60601,Illinois
Bachelors,Skilled Manual,M,M,Yes,0,0,1,61890,79,No,61,Aurora,80010,Colorado
Bachelors,Skilled Manual,F,M,Yes,0,0,1,45752,54,No,62,San Francisco,94101,California
Partial College,Clerical,M,S,No,1,0,1,58468,73,Yes,62,Chicago,60601,Illinois
Partial College,Clerical,M,M,Yes,3,3,3,46516,100,Yes,47,Austin,73301,Texas
Partial College,Clerical,F,S,Yes,1,0,0,40804,40,No,47,Indianapolis,46201,Indiana
Partial College,Clerical,M,S,No,1,0,0,56872,69,No,47,Oklahoma City,73101,Oklahoma
Partial College,Clerical,M,S,No,1,0,0,47225,65,No,47,Anchorage,99501,Alaska
Partial College,Clerical,F,S,No,1,0,0,49393,46,No,47,Denver,80201,Colorado
Partial College,Clerical,M,M,No,1,0,0,59003,72,No,47,Seattle,98101,Washington
High School,Manual,F,M,No,1,0,0,19852,41,No,48,San Francisco,94101,California
High School,Manual,F,S,No,1,0,0,16887,40,No,48,Plano,75023,Texas
High School,Manual,F,S,Yes,1,0,0,26373,43,No,48,Sacramento,94203,California
Partial High School,Manual,F,M,Yes,2,0,0,14853,40,No,49,Anaheim,92801,California
High School,Manual,F,S,No,1,0,0,20468,37,No,48,Arlington,76010,Texas
High School,Manual,F,S,No,1,0,0,13676,44,No,48,San Jose,95101,California
Partial College,Clerical,F,S,No,1,0,0,42957,41,Yes,48,Durham,27701,North Carolina
Partial College,Clerical,M,S,No,1,0,0,54723,66,No,48,Memphis,37501,Tennessee
Partial College,Clerical,F,S,No,1,0,0,56004,43,No,48,Atlanta,30301,Georgia
Partial High School,Manual,F,M,Yes,2,0,0,24294,42,No,50,Atlanta,30301,Georgia
Partial High School,Manual,M,S,Yes,2,0,0,19786,55,Yes,50,Orlando,32801,Florida
Bachelors,Skilled Manual,M,M,Yes,0,1,1,56530,81,No,49,Washington,20001,DC
Bachelors,Skilled Manual,M,M,No,0,1,1,50051,84,No,49,Kansas City,64101,Missouri
Bachelors,Skilled Manual,M,M,Yes,0,1,1,81523,92,Yes,49,Lincoln,68501,Nebraska
Graduate Degree,Manual,F,S,No,0,0,0,39275,48,Yes,51,Denver,80201,Colorado
Graduate Degree,Clerical,F,S,Yes,0,0,1,30429,40,Yes,62,Corpus Christi,78401,Texas
Graduate Degree,Clerical,F,M,Yes,0,0,1,48657,49,No,62,Dallas,75201,Texas
Bachelors,Manual,F,S,Yes,0,0,1,19233,39,No,63,Irvine,92602,California
Bachelors,Manual,F,M,Yes,0,0,1,23425,45,No,64,St. Louis,63101,Missouri
Bachelors,Manual,F,S,No,0,0,1,14154,40,No,63,Tulsa,74101,Oklahoma
Graduate Degree,Clerical,M,M,Yes,0,0,1,53193,72,No,63,Colorado Springs,80901,Colorado
Graduate Degree,Clerical,M,M,Yes,0,0,4,63875,78,No,62,Anaheim,92801,California
Bachelors,Clerical,F,S,No,0,0,1,30677,46,No,67,Virginia Beach,23450,Virginia
Partial College,Manual,F,S,Yes,0,0,1,24850,43,No,67,Washington,20001,DC
Partial College,Manual,M,M,Yes,0,0,2,24997,64,No,68,San Diego,92101,California
Partial College,Manual,F,M,Yes,0,0,2,17025,42,No,68,San Francisco,94101,California
Bachelors,Clerical,M,M,Yes,0,0,1,24543,63,No,69,Minneapolis,55401,Minnesota
Bachelors,Clerical,F,S,Yes,0,0,1,11533,35,No,68,Durham,27701,North Carolina
Graduate Degree,Clerical,F,S,Yes,0,0,1,52307,43,No,86,San Diego,92101,California
Graduate Degree,Clerical,F,S,No,0,0,1,78578,46,No,86,Jacksonville,32099,Florida
Bachelors,Clerical,F,S,No,1,0,2,27302,36,No,85,Austin,73301,Texas
Bachelors,Clerical,M,M,Yes,0,0,1,45747,63,No,85,Seattle,98101,Washington
Bachelors,Clerical,F,S,Yes,0,0,1,27142,37,No,84,New Orleans,70112,Louisiana
Bachelors,Clerical,M,S,No,0,0,1,63138,63,No,82,Lincoln,68501,Nebraska
Partial College,Manual,F,M,Yes,1,0,0,24532,41,No,44,Detroit,48201,Michigan
Partial College,Manual,M,M,No,1,0,0,28034,62,No,45,El Paso,79901,Texas
High School,Manual,F,S,No,2,0,0,16363,38,No,48,Kansas City,64101,Missouri
High School,Manual,M,S,Yes,2,0,0,14043,57,No,48,Toledo,43601,Ohio
Bachelors,Clerical,M,M,No,0,0,0,39281,66,No,45,New York,10001,New York
Bachelors,Clerical,F,M,Yes,0,0,0,37493,48,No,45,Lexington,40502,Kentucky
High School,Manual,M,M,Yes,0,1,1,24643,78,No,46,Pittsburgh,15201,Pennsylvania
Partial High School,Professional,F,S,Yes,4,4,4,121690,88,Yes,69,Fort Wayne,46801,Indiana
Partial College,Manual,F,S,No,0,0,0,18800,34,No,47,Wichita,67201,Kansas
Partial College,Manual,M,S,Yes,2,0,3,28809,58,No,81,Columbus,43085,Ohio
Partial College,Manual,M,M,Yes,0,0,1,32396,58,No,81,Pittsburgh,15201,Pennsylvania
Partial College,Manual,F,M,No,0,0,1,12464,40,No,81,Irvine,92602,California
Bachelors,Clerical,M,S,Yes,0,0,1,69604,68,No,81,Stockton,95201,California
Graduate Degree,Clerical,F,M,Yes,0,0,4,66284,50,No,63,Santa Ana,92701,California
Graduate Degree,Clerical,M,M,Yes,0,0,4,64085,76,No,63,El Paso,79901,Texas
Graduate Degree,Clerical,F,S,Yes,0,0,3,50444,44,Yes,63,Phoenix,85001,Arizona
Partial College,Manual,F,M,Yes,0,1,1,39534,50,No,64,Tucson,85701,Arizona
Graduate Degree,Clerical,F,S,No,0,0,3,65193,48,No,64,Virginia Beach,23450,Virginia
High School,Manual,M,S,Yes,1,1,1,23894,71,No,65,Saint Paul,55101,Minnesota
Partial College,Manual,F,S,No,1,0,2,15264,36,No,65,Nashville,37201,Tennessee
Partial College,Manual,F,S,No,1,0,2,15971,42,Yes,65,Houston,77001,Texas
Graduate Degree,Clerical,M,M,Yes,0,0,3,69224,79,Yes,65,Omaha,68101,Nebraska
Partial College,Manual,M,M,No,1,0,2,36780,68,No,66,Las Vegas,89101,Nevada
Graduate Degree,Clerical,M,S,Yes,0,0,1,63201,69,Yes,66,Phoenix,85001,Arizona
Bachelors,Clerical,M,M,Yes,0,0,0,52510,75,No,65,Aurora,80010,Colorado
Bachelors,Clerical,F,S,Yes,0,0,1,48560,47,No,66,Nashville,37201,Tennessee
High School,Manual,F,S,No,2,1,1,15615,40,No,55,Stockton,95201,California
High School,Manual,M,S,Yes,0,2,2,18594,75,Yes,55,Columbus,43085,Ohio
Partial College,Manual,F,S,No,1,0,0,13818,39,No,54,Indianapolis,46201,Indiana
Partial College,Manual,M,S,Yes,1,0,0,28768,65,Yes,54,San Antonio,78201,Texas
Partial College,Manual,F,S,No,1,0,0,33913,42,No,54,Corpus Christi,78401,Texas
Partial College,Manual,F,S,No,1,0,0,14422,39,No,54,Nashville,37201,Tennessee
Partial College,Manual,F,S,No,1,0,0,19848,40,No,54,Columbus,43085,Ohio
High School,Manual,F,S,No,0,2,2,25334,52,No,55,Milwaukee,53201,Wisconsin
Bachelors,Clerical,F,M,Yes,0,0,0,57629,52,No,54,Houston,77001,Texas
Bachelors,Clerical,M,S,Yes,0,0,0,63921,68,No,54,Tulsa,74101,Oklahoma
Graduate Degree,Clerical,M,M,Yes,0,0,0,84181,76,Yes,54,Washington,20001,DC
Partial College,Manual,F,S,No,1,0,0,27121,33,Yes,55,Bakersfield,93301,California
Graduate Degree,Clerical,F,S,No,0,0,0,60055,43,Yes,55,Anaheim,92801,California
Graduate Degree,Clerical,M,M,Yes,0,0,0,79675,79,No,55,Virginia Beach,23450,Virginia
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,89353,51,No,55,Austin,73301,Texas
Partial College,Manual,M,S,No,2,0,3,27280,65,No,72,Virginia Beach,23450,Virginia
High School,Manual,F,M,Yes,0,3,3,22448,68,No,56,Charlotte,28201,North Carolina
Partial College,Manual,M,M,No,0,1,1,23271,80,No,56,Dallas,75201,Texas
Partial College,Manual,F,S,Yes,0,1,1,26703,46,No,56,Cincinnati,45201,Ohio
Partial College,Manual,F,S,No,0,1,1,19064,49,No,56,Mesa,85201,Arizona
Bachelors,Clerical,M,S,Yes,0,1,1,72059,81,Yes,56,San Francisco,94101,California
Bachelors,Professional,M,S,Yes,1,0,0,96062,84,Yes,56,Anchorage,99501,Alaska
Bachelors,Professional,M,M,Yes,4,5,5,127866,163,Yes,56,San Francisco,94101,California
Partial High School,Manual,F,S,No,2,0,0,12627,40,No,51,Fresno,93701,California
Partial High School,Manual,M,S,Yes,2,0,0,22390,60,No,51,Chula Vista,91910,California
Partial High School,Manual,M,S,No,2,0,0,11314,59,No,51,Newark,7101,New Jersey
Partial High School,Manual,M,S,No,2,0,0,16442,53,No,44,Orlando,32801,Florida
Partial College,Clerical,F,S,No,1,0,0,46336,41,Yes,45,Greensboro,27401,North Carolina
High School,Manual,M,S,No,1,0,0,45462,59,No,46,Stockton,95201,California
High School,Manual,M,S,No,1,0,0,41761,66,Yes,46,Las Vegas,89101,Nevada
Bachelors,Skilled Manual,F,M,Yes,0,1,1,58714,60,No,50,Louisville,40201,Kentucky
Bachelors,Skilled Manual,F,M,No,0,1,1,36190,53,No,50,Oakland,94601,California
Partial High School,Manual,M,M,Yes,2,0,0,10424,62,No,52,Portland,97201,Oregon
Partial High School,Manual,F,S,Yes,2,0,0,26312,42,No,52,Indianapolis,46201,Indiana
Partial High School,Manual,M,S,No,2,0,0,12307,50,No,52,Austin,73301,Texas
Bachelors,Skilled Manual,F,M,Yes,0,1,1,61201,61,No,51,Tampa,33601,Florida
Bachelors,Skilled Manual,M,M,Yes,1,1,1,56143,86,Yes,51,Kansas City,64101,Missouri
Bachelors,Skilled Manual,M,M,No,1,1,1,56731,81,No,51,Washington,20001,DC
Bachelors,Skilled Manual,F,M,Yes,1,1,1,49469,52,No,51,Albuquerque,87101,New Mexico
Bachelors,Skilled Manual,F,M,Yes,1,1,1,41297,52,No,51,Louisville,40201,Kentucky
Partial High School,Manual,M,M,No,2,0,0,28862,64,No,52,Chula Vista,91910,California
Partial High School,Manual,M,M,Yes,2,0,0,23729,60,No,53,Saint Paul,55101,Minnesota
High School,Manual,M,M,No,1,0,0,40261,68,No,52,Philadelphia,19101,Pennsylvania
High School,Manual,M,S,No,1,0,0,44157,63,Yes,53,Nashville,37201,Tennessee
Partial High School,Manual,M,S,Yes,2,0,0,31434,65,Yes,53,El Paso,79901,Texas
Bachelors,Skilled Manual,F,M,Yes,1,1,1,44367,54,No,52,Cleveland,44101,Ohio
Bachelors,Skilled Manual,M,M,Yes,1,1,1,54261,83,No,53,Boston,2101,Massachusetts
Partial College,Clerical,F,M,Yes,0,2,2,46310,61,No,52,Omaha,68101,Nebraska
Partial High School,Manual,M,M,No,2,0,0,21397,60,No,53,Phoenix,85001,Arizona
Partial High School,Manual,M,S,No,2,0,0,28202,60,No,53,Tampa,33601,Florida
Partial High School,Manual,F,S,No,2,0,0,13548,38,No,53,Las Vegas,89101,Nevada
Partial High School,Manual,F,M,No,2,0,0,18402,38,No,53,Stockton,95201,California
Partial High School,Manual,M,M,Yes,2,0,0,12955,62,No,53,Baltimore,21201,Maryland
High School,Manual,M,S,No,1,0,0,55483,66,No,53,Washington,20001,DC
High School,Manual,F,S,No,1,0,0,45988,42,Yes,53,Memphis,37501,Tennessee
High School,Manual,M,S,Yes,1,0,0,35536,65,No,53,Portland,97201,Oregon
Partial College,Clerical,M,S,No,1,2,2,50503,90,Yes,53,Houston,77001,Texas
Partial College,Clerical,M,S,No,2,2,2,64145,91,Yes,53,Newark,7101,New Jersey
Partial College,Clerical,F,S,No,2,2,2,59867,61,Yes,53,Irvine,92602,California
Partial College,Clerical,F,M,Yes,0,3,3,44631,71,No,49,Philadelphia,19101,Pennsylvania
Partial College,Clerical,M,M,Yes,0,3,3,52566,102,Yes,49,Tampa,33601,Florida
Partial College,Clerical,F,S,No,2,3,3,41984,67,No,50,Irvine,92602,California
Partial College,Clerical,F,M,Yes,2,3,3,53854,73,No,50,Saint Paul,55101,Minnesota
Graduate Degree,Skilled Manual,M,M,Yes,0,0,0,124895,92,Yes,58,Chula Vista,91910,California
Graduate Degree,Skilled Manual,F,S,No,0,0,0,113651,56,Yes,58,Miami,33101,Florida
Graduate Degree,Skilled Manual,F,S,No,0,0,0,101939,52,Yes,58,Fort Worth,76101,Texas
Graduate Degree,Skilled Manual,M,S,Yes,0,0,0,134756,79,Yes,58,Memphis,37501,Tennessee
Graduate Degree,Skilled Manual,M,S,No,0,0,0,131435,85,No,58,Portland,97201,Oregon
Partial High School,Manual,F,S,No,2,0,2,29995,39,No,70,Washington,20001,DC
Partial College,Clerical,F,M,Yes,1,0,1,40050,47,No,70,Tucson,85701,Arizona
Partial College,Clerical,F,M,Yes,1,0,1,39861,48,No,70,Louisville,40201,Kentucky
Partial High School,Clerical,M,S,No,2,0,3,16328,54,No,69,Sacramento,94203,California
Partial High School,Clerical,F,S,Yes,2,0,3,23592,38,No,69,Chula Vista,91910,California
Partial High School,Clerical,M,S,No,2,0,3,16129,54,No,69,Nashville,37201,Tennessee
Partial High School,Clerical,F,S,Yes,2,0,3,22002,40,No,69,Sacramento,94203,California
High School,Clerical,M,S,No,1,0,1,43989,61,No,69,Phoenix,85001,Arizona
High School,Clerical,F,S,No,1,0,1,38968,48,No,69,Jersey City,7302,New Jersey
High School,Clerical,F,S,Yes,2,0,1,31236,46,No,69,Tucson,85701,Arizona
High School,Clerical,F,S,No,2,0,1,46543,47,No,69,Stockton,95201,California
High School,Clerical,F,S,No,2,0,1,31074,41,No,69,Newark,7101,New Jersey
High School,Clerical,F,S,No,2,0,1,50568,48,No,69,Philadelphia,19101,Pennsylvania
High School,Clerical,M,S,Yes,2,0,1,51613,66,Yes,69,Baltimore,21201,Maryland
Partial High School,Clerical,M,S,No,2,0,3,18210,54,No,68,Washington,20001,DC
Partial High School,Clerical,M,S,Yes,2,0,3,17385,54,No,68,Irvine,92602,California
Partial High School,Clerical,F,S,Yes,2,0,3,32202,40,Yes,68,Cleveland,44101,Ohio
High School,Skilled Manual,F,M,Yes,2,0,2,41155,49,No,68,Detroit,48201,Michigan
High School,Skilled Manual,M,M,Yes,2,0,2,72634,79,No,68,Mesa,85201,Arizona
High School,Skilled Manual,M,S,No,2,0,2,58317,68,No,68,St. Louis,63101,Missouri
Partial High School,Clerical,M,M,Yes,2,1,2,21380,77,No,67,Detroit,48201,Michigan
Partial High School,Clerical,M,S,No,2,1,2,17866,70,No,67,Oakland,94601,California
High School,Skilled Manual,M,M,Yes,2,0,2,60315,78,No,67,Oklahoma City,73101,Oklahoma
High School,Skilled Manual,M,S,Yes,2,0,2,40013,66,No,66,Seattle,98101,Washington
High School,Skilled Manual,F,S,Yes,2,0,2,39440,47,No,66,Charlotte,28201,North Carolina
High School,Skilled Manual,M,S,No,2,0,2,42908,72,No,66,San Jose,95101,California
Partial College,Clerical,F,M,Yes,1,0,1,45275,44,No,66,St. Louis,63101,Missouri
Partial College,Clerical,F,M,Yes,1,0,1,37473,42,No,66,Seattle,98101,Washington
Partial College,Clerical,F,M,No,1,0,1,51670,52,No,66,Denver,80201,Colorado
Partial College,Clerical,M,S,No,1,0,2,46429,67,No,65,Toledo,43601,Ohio
Partial College,Clerical,F,S,No,1,0,2,52928,43,No,65,Omaha,68101,Nebraska
Partial College,Clerical,M,S,Yes,1,0,2,56599,70,Yes,65,Tampa,33601,Florida
Partial College,Clerical,M,M,No,1,0,2,53214,68,No,65,Pittsburgh,15201,Pennsylvania
Partial College,Clerical,F,S,No,1,0,2,48307,46,No,65,Irvine,92602,California
Partial College,Clerical,F,S,Yes,1,0,2,43190,45,No,65,Colorado Springs,80901,Colorado
Graduate Degree,Skilled Manual,F,S,No,0,0,0,58481,45,Yes,52,Bakersfield,93301,California
Graduate Degree,Skilled Manual,M,M,No,0,0,0,88800,79,No,52,Raleigh,27601,North Carolina
Graduate Degree,Skilled Manual,M,M,Yes,0,0,0,85744,82,No,51,Atlanta,30301,Georgia
Graduate Degree,Skilled Manual,M,S,Yes,0,0,0,79347,73,No,51,Phoenix,85001,Arizona
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,67833,48,No,51,San Jose,95101,California
Graduate Degree,Skilled Manual,F,M,Yes,0,0,0,73503,53,No,51,Memphis,37501,Tennessee
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,77895,78,No,51,San Diego,92101,California
Graduate Degree,Skilled Manual,M,S,Yes,0,0,1,79995,71,No,51,Cleveland,44101,Ohio
Graduate Degree,Skilled Manual,F,S,No,0,0,1,87220,47,Yes,51,Philadelphia,19101,Pennsylvania
Graduate Degree,Skilled Manual,F,S,Yes,0,0,1,81171,49,Yes,51,Sacramento,94203,California
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,83531,80,No,53,Philadelphia,19101,Pennsylvania
High School,Skilled Manual,M,S,Yes,3,4,4,54004,114,Yes,54,Tampa,33601,Florida
Graduate Degree,Skilled Manual,M,M,Yes,0,0,1,116672,88,No,53,Tucson,85701,Arizona
Graduate Degree,Skilled Manual,F,M,Yes,0,1,1,86102,63,Yes,53,Lincoln,68501,Nebraska
Graduate Degree,Skilled Manual,F,M,Yes,0,1,1,82126,64,No,53,Aurora,80010,Colorado
Graduate Degree,Skilled Manual,M,M,No,0,1,1,111410,99,No,53,Corpus Christi,78401,Texas
Graduate Degree,Skilled Manual,M,S,No,0,0,1,103216,71,No,52,Saint Paul,55101,Minnesota
Bachelors,Skilled Manual,F,M,Yes,0,1,1,44986,56,No,54,Long Beach,90801,California
Bachelors,Skilled Manual,F,M,Yes,0,1,1,56980,60,Yes,54,Riverside,92501,California
Bachelors,Skilled Manual,M,M,Yes,0,1,1,69480,90,No,54,Austin,73301,Texas
Bachelors,Skilled Manual,M,M,Yes,0,1,1,75543,90,No,54,Sacramento,94203,California
Bachelors,Skilled Manual,M,M,Yes,0,1,1,65125,90,No,54,Memphis,37501,Tennessee
Bachelors,Skilled Manual,M,M,Yes,0,1,1,52373,82,No,54,Pittsburgh,15201,Pennsylvania
Bachelors,Skilled Manual,M,M,No,0,1,1,65770,87,No,54,Dallas,75201,Texas
Bachelors,Skilled Manual,M,M,Yes,1,1,1,84642,91,No,54,New Orleans,70112,Louisiana
Bachelors,Skilled Manual,F,M,Yes,1,1,1,45414,57,No,55,Columbus,43085,Ohio
Bachelors,Skilled Manual,M,M,Yes,1,1,1,65437,92,No,54,St. Louis,63101,Missouri
Graduate Degree,Professional,M,M,No,0,0,1,107513,81,No,53,Dallas,75201,Texas
Graduate Degree,Professional,F,S,No,0,0,2,103922,54,No,53,Long Beach,90801,California
Graduate Degree,Professional,F,S,Yes,0,0,3,79113,48,Yes,53,Phoenix,85001,Arizona
Graduate Degree,Professional,M,S,Yes,0,0,1,122555,83,Yes,55,Detroit,48201,Michigan
Graduate Degree,Professional,M,M,Yes,0,0,1,102230,87,No,55,Irvine,92602,California
Bachelors,Skilled Manual,M,M,Yes,0,2,2,98292,106,Yes,56,Bakersfield,93301,California
Bachelors,Skilled Manual,F,M,Yes,0,2,2,80345,67,No,56,Albuquerque,87101,New Mexico
Bachelors,Skilled Manual,F,M,Yes,1,2,2,85701,77,Yes,56,Lexington,40502,Kentucky
Graduate Degree,Professional,M,M,Yes,0,0,1,130390,84,No,54,Santa Ana,92701,California
Graduate Degree,Professional,M,M,No,0,0,1,117906,88,No,54,Irvine,92602,California
Graduate Degree,Professional,M,S,Yes,0,0,1,123844,78,No,54,Tucson,85701,Arizona
Graduate Degree,Professional,F,S,No,0,0,1,95203,53,No,54,Philadelphia,19101,Pennsylvania
Graduate Degree,Professional,F,S,Yes,0,0,3,95255,48,No,54,San Diego,92101,California
Graduate Degree,Professional,M,M,Yes,0,0,4,98050,85,No,54,San Diego,92101,California
Graduate Degree,Professional,M,S,Yes,0,0,4,113309,72,Yes,54,Chula Vista,91910,California
Graduate Degree,Professional,F,S,No,0,0,4,96476,48,No,55,Columbus,43085,Ohio
Graduate Degree,Professional,F,M,No,0,0,4,81264,47,No,54,Colorado Springs,80901,Colorado
Bachelors,Skilled Manual,F,S,No,1,2,2,64865,62,Yes,57,Durham,27701,North Carolina
Bachelors,Skilled Manual,F,M,Yes,0,3,3,115131,84,No,58,Oakland,94601,California
Bachelors,Skilled Manual,M,M,Yes,1,3,3,126315,136,Yes,58,Phoenix,85001,Arizona
Graduate Degree,Professional,M,S,No,0,0,0,116548,80,Yes,58,Santa Ana,92701,California
Graduate Degree,Professional,F,M,Yes,0,0,0,93305,53,No,58,Louisville,40201,Kentucky
Graduate Degree,Professional,M,M,Yes,0,0,4,116639,82,Yes,58,Las Vegas,89101,Nevada
Graduate Degree,Professional,F,M,Yes,0,0,5,98825,61,No,58,Wichita,67201,Kansas
Graduate Degree,Professional,F,S,Yes,0,0,5,102302,55,Yes,59,Orlando,32801,Florida
Graduate Degree,Professional,M,M,Yes,0,0,5,118262,82,No,58,Stockton,95201,California
Bachelors,Clerical,F,M,Yes,0,0,0,47411,54,No,54,Long Beach,90801,California
Bachelors,Clerical,F,M,Yes,0,0,0,56191,54,No,54,Los Angeles,90001,California
Bachelors,Clerical,M,M,Yes,0,0,0,71543,78,No,54,Houston,77001,Texas
Partial College,Manual,F,S,No,1,0,0,24294,39,No,55,Detroit,48201,Michigan
Partial College,Manual,M,S,No,1,0,0,27467,62,No,55,Chula Vista,91910,California
Bachelors,Clerical,F,S,Yes,0,0,0,55249,47,No,55,San Antonio,78201,Texas
Bachelors,Clerical,M,M,No,0,0,0,67096,80,No,55,Wichita,67201,Kansas
Bachelors,Clerical,M,M,Yes,0,0,0,71064,74,No,55,Sacramento,94203,California
Graduate Degree,Clerical,M,S,No,0,0,0,73708,69,No,55,Houston,77001,Texas
Graduate Degree,Clerical,F,S,Yes,0,0,0,76625,47,No,55,Austin,73301,Texas
Graduate Degree,Skilled Manual,F,S,No,0,0,0,98765,51,No,55,Long Beach,90801,California
Graduate Degree,Skilled Manual,M,S,Yes,0,0,0,104840,76,No,55,Indianapolis,46201,Indiana
Graduate Degree,Skilled Manual,M,S,No,0,0,0,110222,75,Yes,55,Virginia Beach,23450,Virginia
Partial College,Manual,M,S,No,2,0,3,31207,59,No,72,Milwaukee,53201,Wisconsin
Partial College,Manual,M,S,No,1,0,2,13650,59,No,72,Bakersfield,93301,California
High School,Manual,M,S,No,2,1,2,27623,72,Yes,71,Anaheim,92801,California
High School,Manual,F,M,Yes,1,2,2,23044,60,No,56,Miami,33101,Florida
High School,Manual,F,S,No,0,3,3,15409,61,Yes,56,Colorado Springs,80901,Colorado
Partial College,Manual,F,M,Yes,0,1,1,17030,53,No,57,Tampa,33601,Florida
Partial College,Manual,M,S,No,0,1,1,39292,75,Yes,57,Miami,33101,Florida
Partial College,Manual,M,S,Yes,0,1,1,21844,64,No,56,Corpus Christi,78401,Texas
Bachelors,Clerical,F,M,Yes,0,0,1,49009,49,No,56,Baltimore,21201,Maryland
Bachelors,Clerical,F,S,Yes,0,1,1,56837,55,No,57,Detroit,48201,Michigan
Graduate Degree,Clerical,M,S,Yes,0,0,0,73938,70,No,56,Fort Wayne,46801,Indiana
Bachelors,Professional,M,S,Yes,1,3,3,116159,117,Yes,59,Wichita,67201,Kansas
Bachelors,Professional,F,S,Yes,1,3,3,89434,75,Yes,59,Oklahoma City,73101,Oklahoma
Bachelors,Professional,M,S,Yes,4,5,5,100941,146,Yes,59,Albuquerque,87101,New Mexico
Bachelors,Professional,M,S,No,1,0,0,111521,74,Yes,59,Jersey City,7302,New Jersey
